belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,release_year,cast,keywords,cast_size,crew_size,director,text,weighted_rating,ROI
0,30000000.0,"['Comedy', 'Drama', 'Romance']",11431,en,"When relaxed and charming Ben Wrightman meets workaholic Lindsey Meeks she finds him sweet and charming, they hit it off and when it is winter Ben can spend every waking hour with Lindsey, but when summer comes around the corner Lindsey discovers Ben's obsession with the Boston Red Sox. She thinks it is perfect until everything goes downhill for them.",6.734065,"['Fox 2000 Pictures', 'Wildgaze Films', 'Alan Greenspan Productions']",2005-04-06,50451307.0,103.0,Released,A Comedy About The Game of Love.,Fever Pitch,5.9,186.0,2005.0,"['drewbarrymore', 'jimmyfallon', 'jasonspevack']","['basebal', 'fanat', 'relationshipproblem', 'sport', 'teacher', 'fenwaypark']",30,26,"['bobbyfarrelly', 'bobbyfarrelly', 'bobbyfarrelly']",basebal fanat relationshipproblem sport teacher fenwaypark drewbarrymore jimmyfallon jasonspevack bobbyfarrelly bobbyfarrelly bobbyfarrelly Comedy Drama Romance,5.799167821779719,1.6817102333333334
0,50000000.0,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",7453,en,"Mere seconds before the Earth is to be demolished by an alien construction crew, Arthur Dent is swept off the planet by his friend Ford Prefect, a researcher penning a new edition of ""The Hitchhiker's Guide to the Galaxy.""",13.257255,"['Spyglass Entertainment', 'Everyman Pictures', 'Hammer & Tongs']",2005-01-15,104478416.0,109.0,Released,Don't leave Earth without it.,The Hitchhiker's Guide to the Galaxy,6.6,1340.0,2005.0,"['martinfreeman', 'zooeydeschanel', 'samrockwell']","['bureaucraci', 'android', 'basedonnovel', 'chase', 'spacetravel', 'galaxi', 'alien', 'stopmot', 'surviv', 'hitchhik', 'robot', 'alieninvas', 'intergalactictravel']",20,27,"['garthjennings', 'garthjennings', 'garthjennings']",bureaucraci android basedonnovel chase spacetravel galaxi alien stopmot surviv hitchhik robot alieninvas intergalactictravel martinfreeman zooeydeschanel samrockwell garthjennings garthjennings garthjennings Adventure Comedy Family Science Fiction,6.566484428082413,2.08956832
1,19000000.0,"['Horror', 'Thriller', 'Drama']",10065,en,A family is terrorized by demonic forces after moving into a home that was the site of a grisly mass-murder.,13.088552,"['Platinum Dunes', 'Dimension Films', 'Metro-Goldwyn-Mayer (MGM)']",2005-04-15,108047131.0,90.0,Released,What happened over the next 28 days has never been explained.,The Amityville Horror,6.0,606.0,2005.0,"['ryanreynolds', 'melissageorge', 'jessejames']","['holywat', 'longisland', 'remak', 'familydinn', 'paranorm', 'violenc', 'movingin', 'basedonsupposedlytruestori']",18,26,"['andrewdouglas', 'andrewdouglas', 'andrewdouglas']",holywat longisland remak familydinn paranorm violenc movingin basedonsupposedlytruestori ryanreynolds melissageorge jessejames andrewdouglas andrewdouglas andrewdouglas Horror Thriller Drama,5.959931495496596,5.686691105263158
0,4500000.0,['Drama'],9393,de,"In 1942, Friedrich Weimer's boxing skills get him an appointment to a National Political Academy (NaPolA) – high schools that produce Nazi elite. Over his father's objections, Friedrich enrolls. During his year in seventh column,Friedrich encounters hazing, cruelty, death, and the Nazi code. His friendship with Albrecht, the ascetic son of the area's governor, is central to this education.",5.69684,"['Constantin Film', 'Seven Pictures', 'Olga Film GmbH']",2004-07-04,3764219.0,117.0,Released,Men make history. We make the men.,Before the Fall,7.3,74.0,2004.0,"['maxriemelt', 'tomschilling', 'jonasjägermeyr']","['transport', 'nazi', 'boardingschool', 'eliteunit', 'nazigermani']",12,10,"['dennisgansel', 'dennisgansel', 'dennisgansel']",transport nazi boardingschool eliteunit nazigermani maxriemelt tomschilling jonasjägermeyr dennisgansel dennisgansel dennisgansel Drama,6.658863198287319,0.8364931111111111
0,30000000.0,['Comedy'],8976,en,"On a flight from Los Angeles to New York, Oliver and Emily make a connection, only to decide that they are poorly suited to be together. Over the next seven years, however, they are reunited time and time again, they go from being acquaintances to close friends to ... lovers?",10.596719,"['Mile High Productions', 'Kevin Messick Productions', 'Touchstone Pictures']",2005-04-22,42886719.0,107.0,Released,There's nothing better than a great romance... to ruin a perfectly good friendship.,A Lot Like Love,6.5,329.0,2005.0,"['ashtonkutcher', 'amandapeet', 'aimeegarcia']","['newyork', 'shyness', 'career', 'flight', 'romanticcomedi', 'travel', 'malefemalerelationship', 'losangel']",14,33,"['nigelcole', 'nigelcole', 'nigelcole']",newyork shyness career flight romanticcomedi travel malefemalerelationship losangel ashtonkutcher amandapeet aimeegarcia nigelcole nigelcole nigelcole Comedy,6.382736507179445,1.4295573
1,60000000.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",11679,en,"Ice Cube stars as Darius Stone, a thrill-seeking troublemaker whose criminal record and extreme sports obsession make him the perfect candidate to be the newest XXX agent. He must save the U.S. government from a deadly conspiracy led by five-star general and Secretary of Defense George Deckert (played by Willem Dafoe).",19.144611,"['Original Film', 'Columbia Pictures Corporation', 'Revolution Studios']",2005-04-27,71073932.0,101.0,Released,Prepare for the next level,xXx: State of the Union,4.7,565.0,2005.0,"['icecube', 'samuell.jackson', 'willemdafoe']","['washingtond.c.', 'helicopt', 'usapresid', 'general', ""coupd'etat"", 'coup', 'agent', 'secretaryofdefens']",15,111,"['leetamahori', 'leetamahori', 'leetamahori']",washingtond.c. helicopt usapresid general coupd'etat coup agent secretaryofdefens icecube samuell.jackson willemdafoe leetamahori leetamahori leetamahori Action Adventure Crime Drama Mystery Thriller,4.730860147688864,1.1845655333333334
0,130000000.0,"['Drama', 'Action', 'Adventure', 'History', 'War']",1495,en,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.",16.29647,"['Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Scott Free Productions']",2005-05-03,211643158.0,144.0,Released,"Be without fear in the face of your enemies. Safeguard the helpless, and do no wrong",Kingdom of Heaven,6.6,1187.0,2005.0,"['orlandobloom', 'evagreen', 'jeremyirons']","['crusad', 'epic', 'knight', 'swordsman', 'orderofthetemplar', 'religi', 'kingrichard']",20,114,"['ridleyscott', 'ridleyscott', 'ridleyscott']",crusad epic knight swordsman orderofthetemplar religi kingrichard orlandobloom evagreen jeremyirons ridleyscott ridleyscott ridleyscott Drama Action Adventure History War,6.562288124888148,1.6280242923076924
0,40000000.0,['Horror'],10066,en,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,7.163099,"['Village Roadshow Pictures', 'Dark Castle Entertainment', 'Warner Bros.']",2005-04-30,68766121.0,113.0,Released,Prey. Slay. Display,House of Wax,5.5,696.0,2005.0,"['elishacuthbert', 'parishilton', 'brianvanholt']","['americanfootbal', 'trafficjam', 'remak', 'murder', 'suspens', 'waxmuseum', 'teenag', 'groupoffriend', 'ghosttown', 'wax']",15,96,"['jaumecollet-serra', 'jaumecollet-serra', 'jaumecollet-serra']",americanfootbal trafficjam remak murder suspens waxmuseum teenag groupoffriend ghosttown wax elishacuthbert parishilton brianvanholt jaumecollet-serra jaumecollet-serra jaumecollet-serra Horror,5.488120504258985,1.719153025
0,6500000.0,['Drama'],1640,en,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",9.785147,"['Lionsgate', 'Blackfriars Bridge Films', 'Yari Film Group']",2004-01-13,98410061.0,112.0,Released,You think you know who you are. You have no idea.,Crash,7.2,1172.0,2004.0,"['sandrabullock', 'doncheadle', 'mattdillon']","['racepolit', 'daughter', 'polic', 'fall', 'carcrash', 'racism', 'losangel', 'bigotri', 'socialservic', 'collis']",52,40,"['paulhaggis', 'paulhaggis', 'paulhaggis']",racepolit daughter polic fall carcrash racism losangel bigotri socialservic collis sandrabullock doncheadle mattdillon paulhaggis paulhaggis paulhaggis Drama,7.14491805187516,15.140009384615384
0,45000000.0,"['Action', 'Crime']",10027,en,"Raised as a slave, Danny is used to fighting for his survival. In fact, his ""master,"" Bart, thinks of him as a pet and goes as far as leashing him with a collar so they can make money in fight clubs, where Danny is the main contender. When Bart's crew is in a car accident, Danny escapes and meets a blind, kindhearted piano tuner who takes him in and uses music to free the fighter's long-buried heart.",7.90583,"['Canal Plus', 'Current Entertainment', 'Clubdeal']",2005-02-02,50871113.0,103.0,Released,Serve No Master,Unleashed,6.6,531.0,2005.0,"['jetli', 'morganfreeman', 'bobhoskins']","['martialart', 'hitman', 'serialkil']",23,27,"['louisleterrier', 'louisleterrier', 'louisleterrier']",martialart hitman serialkil jetli morganfreeman bobhoskins louisleterrier louisleterrier louisleterrier Action Crime,6.5185796618609855,1.1304691777777778
1,113000000.0,"['Science Fiction', 'Adventure', 'Action']",1895,en,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",13.165421,['Lucasfilm'],2005-05-17,850000000.0,140.0,Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4200.0,2005.0,"['ewanmcgregor', 'natalieportman', 'haydenchristensen']","['showdown', 'deathstar', 'vision', 'cultfigur', 'hatr', 'dreamsequ', 'expectantmoth', 'spaceopera', 'childbirth', 'galacticwar']",60,15,"['georgelucas', 'georgelucas', 'georgelucas']",showdown deathstar vision cultfigur hatr dreamsequ expectantmoth spaceopera childbirth galacticwar ewanmcgregor natalieportman haydenchristensen georgelucas georgelucas georgelucas Science Fiction Adventure Action,7.085104153155446,7.522123893805309
0,45000000.0,"['Romance', 'Comedy', 'Family']",9981,en,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But with becoming the coach of The Soccers, an already successful soccer team, everything changes.",9.875573,['Universal Pictures'],2005-05-13,56070433.0,95.0,Released,One man could lead this team to glory. . . That man was busy,Kicking & Screaming,5.6,179.0,2005.0,"['willferrell', 'robertduvall', 'katewalsh']","['fathersonrelationship', 'generationsconfilct', 'sport', 'amateursocc', 'soccercoach']",20,27,"['jessedylan', 'jessedylan', 'jessedylan']",fathersonrelationship generationsconfilct sport amateursocc soccercoach willferrell robertduvall katewalsh jessedylan jessedylan jessedylan Romance Comedy Family,5.543533124361298,1.2460096222222221
0,43000000.0,"['Romance', 'Comedy']",4379,en,"Office temp Charlotte Cantilini thinks she's found Mr. Right when she starts dating gorgeous surgeon Dr. Kevin Fields. But there's a problem standing in the way of everlasting bliss: Kevin's overbearing and controlling mother, Viola. Fearing she'll lose her son's affections forever, Viola decides to break up the happy couple by becoming the world's worst mother-in-law.",6.328385,"['New Line Cinema', 'Spring Creek Productions', 'BenderSpink']",2005-05-13,154749918.0,101.0,Released,This relationship is going to be a real mother.,Monster-in-Law,5.6,413.0,2005.0,"['jenniferlopez', 'janefonda', 'michaelvartan']","['badmother-in-law', 'surgeon', 'dogsitt', 'fallinginlov']",18,15,"['robertluketic', 'robertluketic', 'robertluketic']",badmother-in-law surgeon dogsitt fallinginlov jenniferlopez janefonda michaelvartan robertluketic robertluketic robertluketic Romance Comedy,5.57302698351187,3.5988353023255812
1,75000000.0,"['Family', 'Animation']",953,en,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.",16.136217,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']",2005-05-25,532680671.0,86.0,Released,Someone's got a zoo loose.,Madagascar,6.6,3322.0,2005.0,"['benstiller', 'chrisrock', 'davidschwimmer']","['lion', 'hippopotamus', 'giraff', 'penguin', 'zebra']",21,55,"['ericdarnell', 'ericdarnell', 'ericdarnell']",lion hippopotamus giraff penguin zebra benstiller chrisrock davidschwimmer ericdarnell ericdarnell ericdarnell Family Animation,6.586272293301554,7.1024089466666664
0,82000000.0,"['Comedy', 'Drama']",9291,en,"Pro quarter-back, Paul Crewe and former college champion and coach, Nate Scarboro are doing time in the same prison. Asked to put together a team of inmates to take on the guards, Crewe enlists the help of Scarboro to coach the inmates to victory in a football game 'fixed' to turn out quite another way.",7.349843,"['Paramount Pictures', 'Columbia Pictures Corporation', 'MTV Films']",2005-05-19,190320568.0,113.0,Released,"If you can't get out, get even.",The Longest Yard,6.2,804.0,2005.0,"['adamsandler', 'chrisrock', 'burtreynolds']","['prison', 'americanfootbal', 'prison', 'blackmail', 'sport']",32,104,"['petersegal', 'petersegal', 'petersegal']",prison americanfootbal prison blackmail sport adamsandler chrisrock burtreynolds petersegal petersegal petersegal Comedy Drama,6.161282584759617,2.320982536585366
0,88000000.0,"['Romance', 'Drama', 'History']",921,en,"The true story of boxer, Jim Braddock who, in the 1920’s after his retirement, has a surprise comeback in order to get him and his family out of a socially poor state.",6.363884,"['Miramax Films', 'Imagine Entertainment', 'Universal Pictures']",2005-06-02,108539911.0,144.0,Released,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,630.0,2005.0,"['russellcrowe', 'renéezellweger', 'paulgiamatti']","['transport', 'netherland', 'worldcup', 'sociallydeprivedfamili', ""family'sdailylif"", 'boxer', 'boxingmatch', 'comeback', 'train', 'folkhero', 'biographi', 'daughter', 'defeat', 'sport']",68,45,"['ronhoward', 'ronhoward', 'ronhoward']",transport netherland worldcup sociallydeprivedfamili family'sdailylif boxer boxingmatch comeback train folkhero biographi daughter defeat sport russellcrowe renéezellweger paulgiamatti ronhoward ronhoward ronhoward Romance Drama History,7.194911411448598,1.2334080795454545
1,25000000.0,"['Drama', 'Comedy']",9779,en,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic.",9.263965,"['DiNovi Pictures', 'Alcon Entertainment', 'Alloy Entertainment']",2005-06-01,39053061.0,119.0,Released,Laugh. Cry. Share the pants.,The Sisterhood of the Traveling Pants,6.3,396.0,2005.0,"['ambertamblyn', 'alexisbledel', 'americaferrera']","['holiday', 'femalefriendship', 'jean', 'comingofag', 'teenagegirl', 'summer', 'basedonyoungadultnovel']",34,15,"['kenkwapis', 'kenkwapis', 'kenkwapis']",holiday femalefriendship jean comingofag teenagegirl summer basedonyoungadultnovel ambertamblyn alexisbledel americaferrera kenkwapis kenkwapis kenkwapis Drama Comedy,6.216742664996096,1.56212244
0,25000000.0,['Drama'],9787,en,"The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",4.350049,"['Columbia Pictures', 'TriStar Pictures']",2005-06-03,13411957.0,107.0,Released,"They never thought they'd be famous, but they always thought they'd be friends.",Lords of Dogtown,7.0,215.0,2005.0,"['emilehirsch', 'victorrasuk', 'rebeccademornay']","['skateboard', 'success', 'independentfilm', 'womandirector']",20,9,"['catherinehardwicke', 'catherinehardwicke', 'catherinehardwicke']",skateboard success independentfilm womandirector emilehirsch victorrasuk rebeccademornay catherinehardwicke catherinehardwicke catherinehardwicke Drama,6.761264354453271,0.53647828
0,110000000.0,"['Action', 'Comedy', 'Drama', 'Thriller']",787,en,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",15.724373,"['Weed Road Pictures', 'Summit Entertainment', 'Regency Enterprises']",2005-06-07,478207520.0,120.0,Released,Smart and sexy.,Mr. & Mrs. Smith,6.5,3048.0,2005.0,"['angelinajolie', 'bradpitt', 'vincevaughn']","['bomb', 'assassin', 'secretident', 'secret', 'assaultrifl', 'gun', 'marriedcoupl', 'hitman', 'decoy', 'marriagecrisi', 'marriag', 'job', 'dysfunctionalmarriag', 'gunfight', 'bulletwound']",15,19,"['dougliman', 'dougliman', 'dougliman']",bomb assassin secretident secret assaultrifl gun marriedcoupl hitman decoy marriagecrisi marriag job dysfunctionalmarriag gunfight bulletwound angelinajolie bradpitt vincevaughn dougliman dougliman dougliman Action Comedy Drama Thriller,6.48615507253108,4.347341090909091
0,50000000.0,"['Adventure', 'Family', 'Science Fiction']",14199,en,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",6.477862,['Troublemaker Studios'],2005-06-10,69425966.0,92.0,Released,Smaller heroes. Just as super.,The Adventures of Sharkboy and Lavagirl,4.4,278.0,2005.0,"['taylorlautner', 'taylordooley', 'caydenboyd']","['imaginaryfriend', 'outcast']",8,64,"['robertrodriguez', 'robertrodriguez', 'robertrodriguez']",imaginaryfriend outcast taylorlautner taylordooley caydenboyd robertrodriguez robertrodriguez robertrodriguez Adventure Family Science Fiction,4.491744692055329,1.38851932
1,150000000.0,"['Action', 'Crime', 'Drama']",272,en,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",28.50534,"['DC Comics', 'Legendary Pictures', 'Warner Bros.']",2005-06-10,374218673.0,140.0,Released,Evil fears the knight.,Batman Begins,7.5,7511.0,2005.0,"['christianbale', 'michaelcaine', 'liamneeson']","['himalaya', 'martialart', 'dccomic', 'crimefight', 'secretident', 'undercov', 'hero', 'lossoffath', 'societi', 'gothamc', 'vigilant', 'superhero', 'basedoncom', 'rivalri', 'tragichero', 'ninja', 'goodvsevil', 'crime', 'superpow', 'hauntedbythepast', 'evildoctor', 'escapad', 'mastervillain', 'fightingcrim', 'unfulfil', 'loveandrom', 'unfulfilledlov']",113,137,"['christophernolan', 'christophernolan', 'christophernolan']",himalaya martialart dccomic crimefight secretident undercov hero lossoffath societi gothamc vigilant superhero basedoncom rivalri tragichero ninja goodvsevil crime superpow hauntedbythepast evildoctor escapad mastervillain fightingcrim unfulfil loveandrom unfulfilledlov christianbale michaelcaine liamneeson christophernolan christophernolan christophernolan Action Crime Drama,7.489837806601288,2.4947911533333333
1,50000000.0,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']",11451,en,"Maggie Peyton, the new owner of Number 53 - the free-wheelin' Volkswagen bug with a mind of its own - puts the car through its paces on the road to becoming a NASCAR competitor.",9.35239,"['Walt Disney Pictures', 'Robert Simonds Productions']",2005-06-22,66002004.0,101.0,Released,Start your engines...,Herbie Fully Loaded,5.1,559.0,2005.0,"['lindsaylohan', 'michaelkeaton', 'mattdillon']","['carrac', 'victori', 'car', 'nascar', 'womandirector']",16,109,"['angelarobinson', 'angelarobinson', 'angelarobinson']",carrac victori car nascar womandirector lindsaylohan michaelkeaton mattdillon angelarobinson angelarobinson angelarobinson Comedy Family Adventure Fantasy Romance,5.108276243456764,1.32004008
1,15000000.0,['Horror'],11683,en,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",9.478117,"['Universal Pictures', 'Atmosphere Entertainment MM', 'Romero-Grunwald Productions']",2005-06-24,46770602.0,93.0,Released,The dead shall inherit the Earth.,Land of the Dead,6.0,395.0,2005.0,"['simonbaker', 'johnleguizamo', 'dennishopper']","['cage', 'dystopia', 'survivor', 'zombi', 'zombieapocalyps']",32,77,"['georgea.romero', 'georgea.romero', 'georgea.romero']",cage dystopia survivor zombi zombieapocalyps simonbaker johnleguizamo dennishopper georgea.romero georgea.romero georgea.romero Horror,5.940269973519344,3.1180401333333334
0,85000000.0,"['Comedy', 'Fantasy', 'Romance']",9722,en,"Thinking he can overshadow an unknown actress in the part, an egocentric actor unknowingly gets a witch cast in an upcoming television remake of the classic show ""Bewitched"".",9.276085,"['Columbia Pictures Corporation', 'Red Wagon Entertainment', 'Bewitched']",2005-06-21,131426169.0,102.0,Released,Be warned. Be ready.,Bewitched,4.8,463.0,2005.0,"['nicolekidman', 'willferrell', 'shirleymaclaine']","['witch', 'tvshow', 'enchant', 'fallinginlov', 'spectacl', 'womandirector']",19,13,"['noraephron', 'noraephron', 'noraephron']",witch tvshow enchant fallinginlov spectacl womandirector nicolekidman willferrell shirleymaclaine noraephron noraephron noraephron Comedy Fantasy Romance,4.830353591593008,1.5461902235294118
0,2515000.0,"['Drama', 'Romance', 'Comedy']",38731,en,A wealthy woman from Manhattan's Upper East Side struggles to deal with her new identity and her sexuality after her husband of 16 years leaves her for a younger woman.,1.148295,['Twentieth Century Fox Film Corporation'],1978-05-26,24000000.0,124.0,Released,"She laughs, she cries, she feels angry, she feels lonely, she feels guilty, she makes breakfast, she makes love, she makes do, she is strong, she is weak, she is brave, she is scared, she is... an unmarried woman.",An Unmarried Woman,6.1,17.0,1978.0,"['jillclayburgh', 'alanbates', 'michaelmurphy']",[],17,7,"['paulmazursky', 'paulmazursky', 'paulmazursky']",jillclayburgh alanbates michaelmurphy paulmazursky paulmazursky paulmazursky Drama Romance Comedy,5.540694011794573,9.542743538767395
0,132000000.0,"['Adventure', 'Thriller', 'Science Fiction']",74,en,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",19.929377,"['Paramount Pictures', 'DreamWorks SKG', 'Cruise/Wagner Productions']",2005-06-28,591739379.0,116.0,Released,They're already here.,War of the Worlds,6.2,2397.0,2005.0,"['tomcruise', 'dakotafanning', 'mirandaotto']","['posttraumaticstressdisord', 'newjersey', 'airplan', 'dystopia', 'daughter', 'apocalyps', 'alieninvas', 'humansubjug']",29,164,"['stevenspielberg', 'stevenspielberg', 'stevenspielberg']",posttraumaticstressdisord newjersey airplan dystopia daughter apocalyps alieninvas humansubjug tomcruise dakotafanning mirandaotto stevenspielberg stevenspielberg stevenspielberg Adventure Thriller Science Fiction,6.186643128541661,4.482874083333333
0,8000000.0,"['Documentary', 'Family']",1667,fr,"Every year, thousands of Antarctica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.  Morgan Freeman narrates this amazing, true-life tale touched with humour and alive with thrills. Breathtaking photography captures the transcendent beauty and staggering drama of devoted parent penguins who, in the fierce polar winter, take turns guarding their egg and trekking to the ocean in search of food. Predators hunt them, storms lash them. But the safety of their adorable chicks makes it all worthwhile. So follow the leader ... to adventure!!",9.435123,"['Wild Bunch', 'Canal+', 'Buena Vista International Film Production France']",2005-01-26,127392239.0,80.0,Released,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,371.0,2005.0,"['morganfreeman', 'charlesberling', 'romanebohringer']","['parentchildrelationship', 'penguin', 'brood', 'autonomi', 'egg', 'surviv', 'snow', 'antarct']",4,9,"['lucjacquet', 'lucjacquet', 'lucjacquet']",parentchildrelationship penguin brood autonomi egg surviv snow antarct morganfreeman charlesberling romanebohringer lucjacquet lucjacquet lucjacquet Documentary Family,6.761369676387482,15.924029875
0,45000000.0,"['Comedy', 'Family']",7233,en,An acclaimed college hoops coach is demoted to a junior varsity team after a public meltdown.,4.373457,"['Twentieth Century Fox Film Corporation', 'Robert Simonds Productions', 'Runteldat Entertainment']",2005-07-01,16809014.0,103.0,Released,A comedy where old school ...meets middle school,Rebound,5.2,96.0,2005.0,"['martinlawrence', 'wendyraquelrobinson', 'breckinmeyer']","['trainer', 'colleg', 'train', 'sport', 'basketbal', 'school']",17,10,"['stevecarr', 'stevecarr', 'stevecarr']",trainer colleg train sport basketbal school martinlawrence wendyraquelrobinson breckinmeyer stevecarr stevecarr stevecarr Comedy Family,5.2115731955215105,0.3735336444444444
0,30000000.0,"['Drama', 'Horror', 'Thriller']",9009,en,"Dahlia Williams and her daughter Cecelia move into a rundown apartment on New York's Roosevelt Island. She is currently in midst of divorce proceedings and the apartment, though near an excellent school for her daughter, is all she can afford. From the time she arrives, there are mysterious occurrences and there is a constant drip from the ceiling in her daughter's bedroom.",6.53565,"['Vertigo Entertainment', 'Touchstone Pictures', 'Post No Bills Films']",2005-06-27,25473093.0,105.0,Released,"This Season, The Mystery Of The Darkness Will Consume Your Life",Dark Water,5.3,275.0,2005.0,"['jenniferconnelly', 'johnc.reilly', 'timroth']","['basedonnovel', 'water', 'remak', 'teacher', 'divorc', 'apart', 'ghost', 'manhattan,newyorkc']",12,17,"['waltersalles', 'waltersalles', 'waltersalles']","basedonnovel water remak teacher divorc apart ghost manhattan,newyorkc jenniferconnelly johnc.reilly timroth waltersalles waltersalles waltersalles Drama Horror Thriller",5.293922866494574,0.8491031
1,100000000.0,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",9738,en,"During a space voyage, four scientists are altered by cosmic rays: Reed Richards gains the ability to stretch his body; Sue Storm can become invisible; Johnny Storm controls fire; and Ben Grimm is turned into a super-strong … thing. Together, these ""Fantastic Four"" must now thwart the evil plans of Dr. Doom and save the world from certain destruction.",19.382082,"['Twentieth Century Fox Film Corporation', '1492 Pictures', 'Constantin Film Produktion']",2005-06-29,330579719.0,106.0,Released,4 times the action. 4 times the adventure. 4 times the fantastic.,Fantastic Four,5.5,3040.0,2005.0,"['ioangruffudd', 'jessicaalba', 'chrisevans']","['fli', 'fire', 'brothersisterrelationship', 'marriagepropos', 'radiat', 'dna', 'missil', 'mask', 'transform', 'supernaturalpow', 'friendship', 'marvelcom', 'playboy', 'superhero', 'basedoncom', 'laboratori', 'outerspac', 'explos', 'scientist', 'spacest', 'brooklynbridg', 'superhumanstrength', 'invis', 'elast']",19,135,"['timstory', 'timstory', 'timstory']",fli fire brothersisterrelationship marriagepropos radiat dna missil mask transform supernaturalpow friendship marvelcom playboy superhero basedoncom laboratori outerspac explos scientist spacest brooklynbridg superhumanstrength invis elast ioangruffudd jessicaalba chrisevans timstory timstory timstory Action Adventure Fantasy Science Fiction,5.497175963776688,3.30579719
0,300000.0,['Documentary'],14278,en,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece.",1.687901,['Thinkfilm'],2005-07-22,1750211.0,88.0,Released,,Murderball,6.9,23.0,2005.0,"['joebishop', 'keithcavill', 'andycohn']","['wheelchair', 'sport', 'rugbi']",5,3,"['henryalexrubin', 'henryalexrubin', 'henryalexrubin']",wheelchair sport rugbi joebishop keithcavill andycohn henryalexrubin henryalexrubin henryalexrubin Documentary,5.929587734712376,5.834036666666667
0,40000000.0,"['Comedy', 'Romance']",9522,en,"John and his buddy, Jeremy are emotional criminals who know how to use a woman's hopes and dreams for their own carnal gain. Their modus operandi: crashing weddings. Normally, they meet guests who want to toast the romantic day with a random hook-up. But when John meets Claire, he discovers what true love – and heartache – feels like.",11.100597,"['New Line Cinema', 'Tapestry Films', 'Avery Pix']",2005-07-14,285176741.0,119.0,Released,Life's a Party. Crash It.,Wedding Crashers,6.4,1406.0,2005.0,"['owenwilson', 'vincevaughn', 'christopherwalken']","['sail', 'wed', 'fakeident', 'lie']",21,34,"['daviddobkin', 'daviddobkin', 'daviddobkin']",sail wed fakeident lie owenwilson vincevaughn christopherwalken daviddobkin daviddobkin daviddobkin Comedy Romance,6.3727384376220115,7.129418525
